doi,title,firstauthor,authors,publisher,journal,published_year,published_date,abstract,url,affiliationtw,correspondingtw,or1,or2,or3,or5,nor1,nor2,nor3,legend,mic1,mic2,mic3,odb
10.1002/lno.12730,Effect of a tropical cyclone on the pelagic ecosystem of a continental shelf,Chung‐Chi Chen,"Chung‐Chi Chen, Chih‐hao Hsieh, Yu‐Hsin Cheng, Wei‐Jen Huang, Wen‐Chen Chou, Fuh‐Kwo Shiah, Gwo‐Ching Gong, Tzong‐Yueh Chen",Wiley,Limnology &amp; Oceanography,2024,2024-12,"This study aimed to comprehend the effects of Typhoon Maria on the pelagic ecosystem in the southern East China Sea. Shipboard measurements were conducted at eight sampling stations before (2–4 d) and after (3–6 d) the typhoon, which enabled the evaluation of the potential impacts of the typhoon on this pelagic ecosystem, with particular focus on carbon dynamics. Following the typhoon's passage, there was a slight drop in sea surface temperature. The response of the variables to the typhoon, however, exhibited variations at different sampling stations. For further analysis, t‐tests compared variables, while type II regression assessed the linear correlation between two variables. Overall, during the post‐typhoon period, concentrations of nitrate, chlorophyll a, primary production, bacterial biomass and production, plankton community respiration, and abundance of large phytoplankton (&gt; 2 μm) and the relative abundance of picophytoplankton among larger‐sized picoeukaryotes were higher compared to the pre‐typhoon period. The mean value of fugacity of CO2 was similar to or slightly lower than pre‐typhoon period. Although the typhoon‐induced vigorous primary production might have absorbed a significant amount of CO2, the decrease in fugacity of CO2 could have been offset by the plankton community respiration. The findings suggest that the typhoon enhanced physical disturbance and increased water column mixing, which, in turn, augmented nutrient availability and promoted plankton growth in the shallow water column. Overall, this study sheds light on the complex interactions between typhoons and marine ecosystems and highlights the importance of further investigating these phenomena to better understand their ecological implications.",https://doi.org/10.1002/lno.12730,國立臺灣師範大學,陳仲吉,True,True,False,False,False,False,False,False,False,False,False,False
10.1016/j.marpolbul.2024.117298,"Shrimp mariculture may increase aquatic CO2, CH4, and N2O emissions in semi-indoor and indoor ponds",Qiao-Fang Cheng,"Qiao-Fang Cheng, Bo-Kai Liao, Hsiao-Chun Tseng",Elsevier BV,Marine Pollution Bulletin,2025,2025-1,,https://doi.org/10.1016/j.marpolbul.2024.117298,國立臺灣海洋大學 海洋環境與生態研究所,曾筱君,False,False,False,False,False,False,False,False,False,True,False,False
10.1016/j.rse.2024.114443,Kuroshio path variability inferred from satellite-derived sea surface topography in the northwestern Pacific,Ying-Chih Fang,"Ying-Chih Fang, Wei-Teh Li, Shao-Hua Chen",Elsevier BV,Remote Sensing of Environment,2024,2024-12,,https://doi.org/10.1016/j.rse.2024.114443,國立中山大學海洋科學系,方盈智,False,False,False,False,False,False,False,False,False,False,False,True
10.1029/2024jc021109,Insights Into Internal Solitary Waves East of Dongsha Atoll From Integrating Geostationary Satellite and Mooring Observations,Yu‐Hsin Cheng,"Yu‐Hsin Cheng, Ming‐Huei Chang, Yiing Jang Yang, Sen Jan, Steven R. Ramp, Kristen A. Davis, D. Benjamin Reeder",American Geophysical Union (AGU),JGR Oceans,2024,2024-8,"Understanding of internal solitary wave (ISW) behavior has been limited due to sparse observations. We used high‐resolution Himawari‐8 satellite imagery and mooring observations to reveal the two‐dimensional (x–y) propagation process of ISWs in the South China Sea as they westward propagate onto the Dongsha plateau and encounter Dongsha Atoll. The 2D depiction of wave speed distribution, derived from detected wave crest positions every 10 min, shows the wave speeds range from 3 m s−1 to 1 m s−1 and have a tight correspondence to the local water depth. The correlation coefficient between the wave speeds and the Dubreil–Jacotin–Long (DJL) solutions is around 0.7, with a root mean squared value of 0.26 m s−1, and the representative available potential energy for this region is considered to be 130 MJ m−1. However, diffusions of wave speed in the ISW's lateral direction, particularly around abrupt topography, contribute to occurrences of outliers. Pairs of incident and reflected waves are well recognized east of Dongsha Atoll. The incident wave packet is known to be classified into a‐type and b‐type waves. The reflected waves associated with the b‐wave, identifiable as mode‐1 depression ISWs, are traced back to their generation site at depths of 100–200 m. In contrast, the reflected waves of the a‐wave remain elusive in shallower waters (&lt;300 m), likely due to interference from their longer incident counterparts. The reflected wave, however, is slower and decelerates toward deeper water, deviating from the DJL prediction. These comprehensive observations can help refine models for improved accuracy.",https://doi.org/10.1029/2024jc021109,國立臺灣海洋大學,鄭宇昕,True,False,True,False,False,False,False,False,True,False,False,True
10.1016/j.csr.2023.104932,On the occurrence of low concentration hyperpycnal river plumes in a small mountainous river-canyon system,Sheng-De Tsai,"Sheng-De Tsai, Yu-Chi Lin, Andhy Romdani, Jia-Lin Chen, Ray T. Hsu, James T. Liu",Elsevier BV,Continental Shelf Research,2023,2023-2,,https://doi.org/10.1016/j.csr.2023.104932,成功大學水利及海洋工程學系,陳佳琳,False,False,True,False,False,False,False,False,False,False,False,False
10.1007/s11001-021-09444-y,Crustal underplating and overriding across the collision-subduction transition in the northern Manila subduction zone offshore southwestern Taiwan,Hsin Chiu,"Hsin Chiu, Tan K. Wang, Yu Hsiang Cho",Springer Science and Business Media LLC,Mar Geophys Res,2021,2021-9,,https://doi.org/10.1007/s11001-021-09444-y,國立臺灣海洋大學,王天楷,False,False,True,False,False,False,False,False,False,False,False,False
10.3390/biology11091357,Copepods as Indicators of Different Water Masses during the Northeast Monsoon Prevailing Period in the Northeast Taiwan,Yan-Guo Wang,"Yan-Guo Wang, Li-Chun Tseng, Rou-Xin Sun, Xiao-Yin Chen, Peng Xiang, Chun-Guang Wang, Bing-Peng Xing, Jiang-Shiou Hwang",MDPI AG,Biology,2022,2022-9-16,"During this research, the average surface temperature, salinity, dissolved oxygen, and pH were 24.65 ± 1.53 (°C), 34.21 ± 0.07 (PSU), 6.85 ± 0.18 (mg/L), and 8.36 ± 0.03, respectively. Based on these environmental parameters, stations were arranged into three groups. Group A represents stations located around Keelung Island with the relative highest average dissolved oxygen, lowest average temperature, and pH values. Instead, the lowest average dissolved oxygen and highest average temperature, salinity, and pH values were recorded at the offshore stations. Keelung Island area was charged by cold water masses, which were driven by the Northeast monsoon, and stations in group C were affected by the Kuroshio Current. Kueishan Island area was mainly affected by mixed water masses resulting from the Kuroshio intrusion and monsoon-derived cold water. In this study, a total of 108 copepod species were identified, with an average abundance of 774.24 ± 289.42 (inds. m−3). Most species belong to the orders Calanoida and Poecilostomatoida, with an average relative abundance (RA) of 62.96% and 30.56%, respectively. Calanoid copepodites were the most dominant group, with a RA of 28.06%. This was followed by Paracalanus aculeatus, with a RA of 18.44%. The RA of Clausocalanus furcatus and Canthocalanus pauper was 4.80% and 3.59%, respectively. The dominant species P. aculeatus, C. pauper, Paracalanus parvus, and Temora turbinata were positively correlated with dissolved oxygen and negatively correlated with temperature in the surface waters. pH showed a negative correlation with P. parvus and T. turbinata, while the temperature was negatively correlated with these two dominant species. Indicator species were selected by an indicator value higher than 50%. Temora turbinata, Calanopia elliptica, C. pauper, Euchaeta concinna, Temora discaudata, Acartia pacifica, Macrosetella gracilis, Corycaeus speciosus, and P. parvus were considered as monsoonal cold water indicator species in Group A. Indicator copepod species for the Kuroshio Current were Farranula concinna, Copilia mirabilis, Candacia aethiopica, Corycaeus agilis, Farranula gibbula and Acrocalanus monachus in the study area. Paracandacia truncata, Oncaea clevei, P. aculeatus, and Centropages furcatus were considered suitable indicators for mixed water masses.",https://doi.org/10.3390/biology11091357,國立臺灣海洋大學海洋生物研究所,黃將修,False,False,False,False,False,True,False,False,False,False,False,False
10.3390/jmse11010163,Can Marine Hydrothermal Vents Be Used as Natural Laboratories to Study Global Change Effects on Zooplankton in a Future Ocean?,Hans-Uwe Dahms,"Hans-Uwe Dahms, Subramani Thirunavukkarasu, Jiang-Shiou Hwang",MDPI AG,JMSE,2023,2023-1-9,"It is claimed that oceanic hydrothermal vents (HVs), particularly the shallow water ones, offer particular advantages to better understand the effects of future climate and other global change on oceanic biota. Marine hydrothermal vents (HVs) are extreme oceanic environments that are similar to projected climate changes of the earth system ocean (e.g., changes of circulation patterns, elevated temperature, low pH, increased turbidity, increased bioavailability of toxic compounds. Studies on hydrothermal vent organisms may fill knowledge gaps of environmental and evolutionary adaptations to this extreme oceanic environment. In the present contribution we evaluate whether hydrothermal vents can be used as natural laboratories for a better understanding of zooplankton ecology under a global change scenario.",https://doi.org/10.3390/jmse11010163,國立臺灣海洋大學海洋生物研究所,黃將修,False,False,False,False,False,True,False,False,False,False,False,False
10.1016/j.ecss.2021.107356,"Spatiotemporal distribution of shrimp assemblages in the western coastal waters off Taiwan at the Tropic of Cancer, Western Pacific Ocean",Hsu-Sen Chen,"Hsu-Sen Chen, Kuo-Shu Chen, Chiee-Young Chen, Chin-Chang Hung, Pei-Jie Meng, Meng-Hsien Chen",Elsevier BV,"Estuarine, Coastal and Shelf Science",2021,2021-7,,https://doi.org/10.1016/j.ecss.2021.107356,國立中山大學,陳孟仙,False,False,True,False,False,False,False,False,False,False,False,True
10.1007/s10750-014-1830-8,"Life history tactics of southern velvet shrimp Metapenaeopsis palmensis (Crustacea, Decapoda) in the waters off southwestern Taiwan",Hsu-Sen Chen,"Hsu-Sen Chen, Chiee-Young Chen, Meng-Hsien Chen",Springer Science and Business Media LLC,Hydrobiologia,2014,2014-12,,https://doi.org/10.1007/s10750-014-1830-8,國立中山大學,陳孟仙,False,False,True,False,False,False,False,False,False,False,False,True
10.1016/j.marpolbul.2022.113840,"Probing the outfall-related anomalous Hg levels in the Danshuei Estuarine Coastal, Taiwan",Chun-Mao Tseng,"Chun-Mao Tseng, Yi-Sheng Chen, Shin-Jing Ang, Kuo-Chen Li, Hao-Cheng Peng, Gwo-Ching Gong",Elsevier BV,Marine Pollution Bulletin,2022,2022-8,,https://doi.org/10.1016/j.marpolbul.2022.113840,台大海研所,曾鈞懋,False,True,False,False,False,True,False,False,False,True,False,False
10.1016/j.marpolbul.2024.116650,The impact of flooding from the Minjiang River on the succession of harmful algal blooms (HABs) caused by diatoms in China''s offshore waters,Yun-Chi Lin,"Yun-Chi Lin, Ya-Han Nien, Kuo-Ping Chiang, Chien-Pang Chin, Wei-Ting Chen, Gwo-Ching Gong, Wen-Chen Chou, Chi-Yu Shih, Kuo-Shu Chen",Elsevier BV,Marine Pollution Bulletin,2024,2024-8,,https://doi.org/10.1016/j.marpolbul.2024.116650,國立臺灣海洋大學,林芸琪,False,False,False,False,False,False,False,False,False,True,False,False
10.3354/meps14474,Assessing inorganic nitrogen transport in marine phytoplankton assemblages through the 15N-tracer technique and metatranscriptomics,CY Shih,"CY Shih, KZ Chang, PL Wang, J Chang, LK Kang",Inter-Research Science Center,Mar. Ecol. Prog. Ser.,2024,2024-1-11,"The availability of inorganic nitrogen is considered one of the limiting factors for primary production in the ocean. However, different phytoplankton possess unique strategies to take up and assimilate nitrate and ammonium to cope with environmental changes. To investigate the nitrogen uptake characteristics of different size-fractionated phytoplankton in natural assemblages, 3 research cruises were conducted in the southern East China Sea in 2018 and 2019. The nitrogen uptake characteristics of 2 size-fractionated natural assemblages, microphytoplankton (20-200 µm) and pico-nanophytoplankton (&lt;20 µm), were measured using the 15N-tracer technique. At most of the stations, significantly higher potential maximum uptake rates of ammonium than of nitrate were detected in the pico-nanophytoplankton, indicating that small phytoplankton possess a relatively superior capacity to take up ammonium. By contrast, comparing the potential maximum uptake rate for nitrate between microphytoplankton and pico-nanophytoplankton showed that microphytoplankton exhibit a higher capacity for nitrate uptake as a nitrogen source compared to pico-nanophytoplankton. However, repressed uptake rates of ammonium and nitrate in microphytoplankton were sometimes found at the coastal station even when ambient nitrate concentrations remained high. Metatranscriptomic analysis of nitrogen transporter genes in microphytoplankton suggests that most diatoms utilize regenerated ammonium before nitrate to maintain their populations at the end of blooms. Metatranscriptomic approaches identify the transcriptional responses of dominant diatoms to explain how diatoms regulate their nitrogen transporter genes to cope with environmental changes in natural assemblages.",https://doi.org/10.3354/meps14474,國立臺灣海洋大學,康利國,False,True,False,False,False,False,False,False,False,True,False,False
10.5194/nhess-18-1999-2018,Exceptionally cold water days in the southern Taiwan Strait: their predictability and relation to La Niña,Yu-Hsin Cheng,"Yu-Hsin Cheng, Ming-Huei Chang",Copernicus GmbH,Nat. Hazards Earth Syst. Sci.,2018,2018-8-1,"The objectives of this study were to assess the predictability of
exceptionally cold water in the Taiwan Strait (TS) and to develop a warning
system on the basis of the scientific mechanism, which is a component of the
information technology system currently under development in Taiwan to
protect aquaculture against extreme hazards. Optimum interpolation sea
surface temperature (SST) data were used to find exceptionally cold water
days from January 1995 to May 2017. We found that the SST and wind speed over
the TS are low and strong in La Niña winters, respectively. According to
tests conducted using relative operating characteristic curves, predictions
based on the Oceanic Niño Index and integrated wind speed can be employed
at lead times of 60–120 and 0–25 days, respectively. This study utilized
these two proxies to develop a possible warning mechanism and concluded four
colors of warning light: (1) blue, meaning normal (0 % occurrence
probability); (2) cyan, meaning warning (∼ 50 % occurrence
probability); (3) yellow, meaning moderate risk (∼ 60 % occurrence
probability); and (4) red, meaning high risk (∼ 75 % occurrence
probability). Hindcasting winters over the period 1995–2017 successfully
predicted the cold water hazards in the winters of 2000, 2008, and 2011 prior
to the coldest day by ∼ 20 days.",https://doi.org/10.5194/nhess-18-1999-2018,國立臺灣大學,鄭宇昕,False,False,False,False,False,False,False,False,False,False,False,True
10.1111/sed.13002,Recognition and three-dimensional characteristics of ancient supercritical flow bedforms on a submarine slope: An example from the South China Sea,Rattanaporn Fongngern,"Rattanaporn Fongngern, Wu‐Cheng Chi, Christian Berndt, David Mohrig",Wiley,Sedimentology,2022,2022-10,"Supercritical flow bedforms are important elements of sedimentary environments, but their internal three‐dimensional structure has been elusive due to seismic imaging limitations. This article presents high‐resolution three‐dimensional seismic reflection data from Formosa Ridge – a ridge between two canyons that incise into the north‐eastern South China Sea margin. The ridge consists of 300 m thick submarine deposits including sediment waves that are manifested as crescentic depressions surrounded by elevated walls on the palaeo‐seafloor. Cross‐sectional profiles display scour fills that turn into step‐like sediment waves further downstream. These bedforms are 470 to 1370 m long and 30 to 140 m high. The three‐dimensional seismic data clearly show the step‐like bedforms that may be misinterpreted as faults or slumps on data with lower resolution. Despite exhibiting negative palaeo‐seafloor relief, they are overall depositional structures and have constructed at least part of the Formosa Ridge. The bedforms’ morphology and upslope migration suggest that they are the continuum of partially depositional to fully depositional cyclic steps formed by bottom currents travelling, based on a series of simple calculations, at least 2 m s−1. These currents are able to transport sediments with grain size up to coarse sand, and such dynamic processes might impact seafloor infrastructure safety, oil and gas reservoir systems, and the functioning of benthic ecosystems in similar settings.",https://doi.org/10.1111/sed.13002,"IES, Academia Sinica","Fongngern, Rattanaporn",False,False,False,False,False,False,False,False,False,False,False,True
10.3390/jmse11101979,Differences in Bacterial Growth and Mortality between Seagrass Meadows and Adjacent Unvegetated Areas,Patrichka Wei-Yi Chen,"Patrichka Wei-Yi Chen, Madeline Olivia, Wen-Chen Chou, Ruei-Feng Shiu, Vladimir Mukhanov, An-Yi Tsai",MDPI AG,,2023,2023-10-13,"A seagrass meadow is one of the most important ecosystems around the world, both economically and ecologically. An important feature of this ecosystem is the presence of large coastal seagrass beds, which dominate the primary production and contribute to the secondary productivity of the ecosystem. The microbial loop (consuming bacterial biomass by grazers and using seagrass-derived detritus by bacteria) may be an important mechanism for transferring seagrass-derived organic matter to aquatic food chains. The goal of this study is to gain a better understanding of how bacterial growth and mortality (grazing and viral lysis rates) differ in unvegetated meadow habitats and seagrass habitats. According to this study, DOC levels were higher in seagrass habitats (1685 g L−1) than in unvegetated water surroundings. The instantaneous growth rate of bacteria in seagrass habitats was 2.05 d−1, higher than that of unvegetated water. In a seagrass environment during the summer, we have found that viral lysis and grazing both result in similar mortality rates of bacteria during the summer season. It has been found, however, that bacterial production is controlled by the availability of resources (bottom-up control) in adjacent unvegetated waters, and is thus cycled internally within the bacteria–virus–DOC loop within those waters.",https://doi.org/10.3390/jmse11101979,海洋大學,蔡安益,False,False,False,False,False,False,False,False,False,True,False,False
10.3389/fmars.2021.651565,Community assembly processes as a mechanistic explanation of the predator-prey diversity relationship in marine microbes,Feng-Hsun Chang,"Feng-Hsun Chang, Jinny Yang, Ariana Chih-Hsien Liu, Hsiao-Pei Lu, Gwo-Ching Gong, Fuh-Kwo Shiah, Chih-hao Hsieh","Authorea, Inc.",,2021,2021-05-31,"Predator and prey α-diversities are often positively associated; yet, understandings of the underlying mechanisms require manipulative experiments and thus remain unclear. We attempt to address this issue by deciphering how α-diversity of predator and prey influences each other’s community assembly processes, which subsequently determine their α-diversity. The occurrence of assembly processes was indicated by the mean pairwise taxonomic index within a community (αMPTI), assuming assembly processes left traceable imprints on species’ phylogeny. Specifically, αMPTI quantifies deviations of observed phylogenetic distances from that of random, so that it can be used to hint at the occurrence of non-random/deterministic assembly processes. Larger αMPTI of a community implies the occurrence of weaker homogenizing deterministic assembly processes, which suggests that this community might be comprised of less similar species and thus has higher α-diversity. We hypothesize that higher predator and prey α-diversity would be positively associated with each other’s αMPTI, which would then be positively associated with their α-diversity. To test the hypothesis, we calculated Shannon diversity and αMPTI for heterotrophic nanoflagellates (HNF; predator) and bacteria (prey) communities in the East China Sea (ECS). The HNF Shannon diversity was found to be positively associated with αMPTI of bacteria, which was then positively associated with bacterial Shannon diversity. In contrast, bacterial Shannon diversity did not correlate with HNF’s αMPTI. We argue that top-down control is one of the explanations to the positive α-diversity association among trophic levels in microbes of the ECS.",https://doi.org/10.3389/fmars.2021.651565,,,True,True,False,False,False,False,False,False,True,True,False,True
10.1175/jpo-d-21-0201.1,Crescent-Shaped Low-Temperature Distribution along the Convex Topography in the Southeastern Edge of Taiwan Bank in Summer,Hung-Jen Lee,"Hung-Jen Lee, Ming-An Lee, Chia-Ying Ho, Po-Chun Hsu, Yi-Chen Wang",American Meteorological Society,,2022,2022-11,"Various physical mechanisms of ocean upwelling usually occur near or along coastal regions worldwide. Five upwelling zones of unequal intensity are found around the Taiwan Strait, and the Taiwan Bank (TB) upwelling zone has the most prominent characteristics of low temperature. In this study, satellite images, shipboard ADCPs (acoustic Doppler current profilers), and CTDs (conductivity–temperature–depth measures) were analyzed to investigate the processes of cold water upwelling around the TB shoaling zone. In addition, the MITgcm numerical model and the flexible cubic spline technique were also employed, allowing us to better understand those processes. The model results suggested that a combination of Ekman transport and the centrifugal force, driven by the geostrophic South China Sea Warm Current (SCSWC), constitutes a physical mechanism to contribute the vigorous upwelling in the TB shoal zone. The upwelling is largely driven by Ekman transport. However, the centrifugal force may explain why the upwelling with a crescent-shaped distribution of low temperatures along the convex topography of the southeastern edge of the TB shoaling zone is more prominent than expected, as it tends toward the so-called gradient wind balance. Sudden relaxation of the friction force occurred because of the very sharp shelf break (20–60 m) and steep slope topography; a discontinuous velocity zone around the shelf break could also lead to vigorous cold water upwelling.

Significance Statement
Extensive data concerning the Taiwan Bank (TB) shoaling zone have been collected in the past decade in an attempt to improve understanding of the process of cold water upwelling in the area. Because the Kuroshio invades the South China Sea from the east, and the South China Sea Warm Current flows northeastward around the southeastern edge of the TB, water circulation in and around the sandbar is very complicated. Thus, we expanded our model range from small to large scale to avoid the open boundary settings of small-scale model (including the temperature and salinity fields, wind stress, and the model driving forces), which were not easy to set up. Thus, we used a large-scale, high-resolution circulation model to study a small-scale ocean region. Physical processes of this upwelling can finally be verified in the small-scale region. To compensate for the insufficient resolution of the large-scale numerical model, our strategy was to utilize the flexible cubic spline technique to resolve the curvature of the markedly meandering currents. In light of scale analysis, the results showed that in addition to the critical contribution of Ekman transport to the upwelling, the effects of centrifugal forces on upwelling in the TB shoal zone need to be considered.",https://doi.org/10.1175/jpo-d-21-0201.1,國立台灣海洋大學,李宏仁,True,True,True,False,False,False,False,False,False,False,False,True
10.1128/msystems.01017-22,Trade-offs between competitive ability and resistance to top-down control in marine microbes,Jinny Wu Yang,"Jinny Wu Yang, Feng-Hsun Chang, Yi-Chun Yeh, An-Yi Tsai, Kuo-Ping Chiang, Fuh-Kwo Shiah, Gwo-Ching Gong, Chih-hao Hsieh",American Society for Microbiology,mSystems,2023,2023-04-27,We addressed the “kill-the-winner” hypothesis from the perspective of its principle (the competition-resistance trade-off) in marine bacterial communities incubated in situ. Our results supported the existence of competition-resistance trade-offs and the positive effect on bacterial community diversity. The study linked theoretical expectations and complex natural systems and provided new knowledge regarding how top-down controls and competition trade-offs shaped natural bacterial communities.,https://doi.org/10.1128/msystems.01017-22,台大海洋所,謝志豪,True,True,False,False,False,False,False,False,True,True,False,True
10.1186/s40623-022-01664-9,Outer trench slope extension to frontal wedge compression in a subducting plate,Emmy Tsui-Yu CHANG,"Emmy Tsui-Yu CHANG, Laetitia Mozziconacci",Springer Science and Business Media LLC,Earth Planets Space,2022,2022-06-29,"The occurrence of faulting in subducting plates is a major process that changes the mechanical properties of the subducting lithosphere and carries surface materials into mantle wedges. Two ocean-bottom seismometer networks deployed on the frontal accretionary wedge of the northern Manila trench in 2005 and on the outer slope of the trench in 2006 were used to detect earthquakes in the subducting plate. All available P and S manually picked phases and the waveforms of 16 short-period, three-component stations were used. Relocation was performed using the double-difference method with differential times derived from the phase-picked data. Two intraplate earthquake sequences of small-to-moderate magnitudes in the northern Manila subduction system were investigated in this study. The results revealed distinct fault planes, but a contrasting seismogeny over the northern Manila Trench. The seismicity in the frontal wedge (as measured in 2005) was mainly contributed by a fluid overpressure sequence, whereas that in the incoming plate (as measured in 2006) was contributed by the aftershocks of an extensional faulting sequence. The obtained seismic velocity models and Vp/Vs ratios revealed that the overpressure was likely caused by high pore-fluid pressure within the shallow subduction zone. By using the near-field waveform inversion algorithm, we determined focal mechanism solutions for a few relatively large earthquakes. Through the use of data obtained from global seismic observations, we determined that stress transfer may be responsible for the seismic activity in the study area during the period of 2005–2006. In late 2005, the plate interface in the frontal wedge area was unlocked by the overpressure effect due to a thrusting-dominant sequence. This event changed the stress regime across the Manila Trench and triggered a normal fault extension at the outer trench slope in mid-2006. However, in the present study, a hybrid focal mechanism solution indicating reverse and strike–slip mechanisms was implemented, and it revealed that the plate interface locked again in late 2006.",https://doi.org/10.1186/s40623-022-01664-9,台灣大學 海洋研究所,張翠玉,True,False,True,False,False,False,False,False,True,False,False,False
10.5194/bg-19-2043-2022,New constraints on biological production and mixing processes in the South China Sea from triple isotope composition of dissolved oxygen,Hana Jurikova,"Hana Jurikova, Osamu Abe, Fuh-Kwo Shiah, Mao-Chang Liang",Copernicus GmbH,Biogeosciences,2022,2022-4-14,"The South China Sea (SCS) is the world's largest marginal sea, playing an important role in the regional biogeochemical cycling of carbon and oxygen. However, its overall metabolic balance, primary production rates and links to East Asian Monsoon forcing remain poorly constrained. Here, we report seasonal variations in triple oxygen isotope composition (17Δ) of dissolved O2, a tracer for biological O2, gross primary production (GP; inferred from δ17O and δ18O values) and net community production (NP; evaluated from oxygen–argon ratios) from the SouthEast Asian Time-series Study (SEATS) in the SCS. Our results suggest rather stable mixed-layer mean GP rates of ∼ 1500 ± 350 mg C m−2 d−1 and mean NP of ∼ −13 ± 20 mg C m−2 d−1 during the summer southwest monsoon season. These values indicate, within uncertainties and variabilities observed, that the metabolism of the system was in net balance. During months influenced by the stronger northeast monsoon forcing, the system appears to be more dynamic and with variable production rates, which may shift the metabolism to net autotrophy (with NP rates up to ∼ 140 mg C m−2 d−1). Furthermore, our data from the deeper regions show that the SCS circulation is strongly affected by monsoon wind forcing, with a larger part of the water column down to at least 400 m depth fully exchanged during a winter, suggesting the 17Δ of deep O2 as a valuable novel tracer for probing mixing processes. Altogether, our findings underscore the importance of monsoon intensity on shifting the carbon balance in this warm oligotrophic sea and on driving the regional circulation pattern.",https://doi.org/10.5194/bg-19-2043-2022,中研院 環變中心,夏復國,True,False,False,False,False,False,False,False,False,False,False,False
10.1175/jpo-d-21-0273.1,Large-Amplitude Internal Wave Transformation into Shallow Water,Gregory Sinnett,"Gregory Sinnett, Steven R. Ramp, Yiing J. Yang, Ming-Huei Chang, Sen Jan, Kristen A. Davis",American Meteorological Society,,2022,2022-10,"Large-amplitude internal solitary wave (ISW) shoaling, breaking, and run-up was tracked continuously by a dense and rapidly sampling array spanning depths from 500 m to shore near Dongsha Atoll in the South China Sea. Incident ISW amplitudes ranged between 78 and 146 m with propagation speeds between 1.40 and 2.38 m s−1. The ratio between wave amplitude and a critical amplitude A0 controlled breaking type and was related to wave speed cp and depth. Fissioning ISWs generated larger trailing elevation waves when the thermocline was deep and evolved into onshore propagating bores in depths near 100 m. Collapsing ISWs contained significant mixing and little upslope bore propagation. Bores contained significant onshore near-bottom kinetic and potential energy flux and significant offshore rundown and relaxation phases before and after the bore front passage, respectively. Bores on the shallow forereef drove bottom temperature variation in excess of 10°C and near-bottom cross-shore currents in excess of 0.4 m s−1. Bores decelerated upslope, consistent with upslope two-layer gravity current theory, though run-up extent Xr was offshore of the predicted gravity current location. Background stratification affected the bore run-up, with Xr farther offshore when the Korteweg–de Vries nonlinearity coefficient α was negative. Fronts associated with the shoaling local internal tide, but equal in magnitude to the soliton-generated bores, were observed onshore of 20-m depth.",https://doi.org/10.1175/jpo-d-21-0273.1,,,True,False,True,False,False,False,False,False,True,False,False,False
10.1175/jpo-d-21-0245.1,Internal Hydraulic Transition and Turbulent Mixing Observed in the Kuroshio over the I-Lan Ridge off Northeastern Taiwan,Ming-Huei Chang,"Ming-Huei Chang, Yu-Hsin Cheng, Yu-Yu Yeh, Yiing Jang Yang, Sen Jan, Chih-Lun Liu, Takeshi Matsuno, Takahiro Endoh, Eisuke Tsutsumi, Jia-Lin Chen, Xinyu Guo",American Meteorological Society,,2022,2022-12,"Complex small-scale processes and energetic turbulence are observed at a sill located on the I-Lan Ridge that spans across the strong Kuroshio off Taiwan. The current speed above the sill is strong (1.5 m s−1) and unsteady (±0.5 m s−1) due to the Kuroshio being modulated by the semidiurnal tide. Above the sill crest, isothermal domes, with vertical scales of ∼20 and ∼50 m during the low and high tides, respectively, are generated by turbulent mixing as a result of shear instability in the bottom boundary layer. Tidally modulated hydraulic character modifies the small-scale processes occurring on the leeward side of the sill. Criticality analysis, performed by solving the Taylor–Goldstein equation, suggests that the observed lee waves and intermediate layer sandwiched by two free shear layers are related to the mode-1 and mode-2 critical control between the sill crest and immediate lee, respectively. Around high tide, lee waves are advected further downstream, and only mode-1 critical control can occur, leading to a warm water depression. The shear instabilities ensuing from the hydraulic transition processes continuously mediate flow kinetic energy to turbulence such that the status of marginal instability where the Richardson number converges at approximately 0.25 is reached. The resultant eddy diffusivity Kρ is concentrated from O(10−4) to O(10−3) m2 s−1 and has a maximum value of 10 m2 s−1. The sill on the western flank of the Kuroshio is a hotspot for energetic mixing of Kuroshio waters and South China Sea waters.",https://doi.org/10.1175/jpo-d-21-0245.1,臺灣大學海洋研究所,張明輝,False,True,False,False,False,True,False,False,True,False,False,True
